// Generated using In-game Timecyc Editor written by fastman92
// You can find this script on gtaforums.com

//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	240 236 255	255 255 255	79 146 255	146 147 255	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	184 204 204 240	42 255 166 105	25 129 180 100	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	75 149 173	208 180 153	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 173 106 70	20 184 172 126	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// SUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	245 255 254	255 255 255	41 94 255	119 160 255	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	184 204 204 240	42 255 195 121	25 129 194 123	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	77 121 198	255 199 148	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 173 106 70	20 184 172 126	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	255 245 242	255 255 255	89 88 91	132 157 185	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	184 204 204 240	42 174 106 60	25 129 110 2	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	75 149 173	208 180 153	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 255 23 23	20 184 180 129	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	255 220 238	255 255 255	13 130 255	150 170 255	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	0 180 255 240	42 255 106 60	25 129 180 123	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	75 149 173	208 180 153	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 173 106 70	20 184 172 126	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	246 243 255	255 255 255	40 142 255	104 165 255	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	54 252 255 240	42 255 175 151	25 129 215 169	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	75 149 173	208 180 153	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 173 106 70	20 184 172 126	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	248 240 255	255 255 255	120 115 127	132 157 185	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	184 204 204 240	42 174 106 60	25 129 110 2	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	75 149 173	208 180 153	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 173 106 70	20 184 172 126	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
38 73 94	74 74 74	255 255 255	27 28 25	25 25 25	0 0 0	0 0 0	1 1 0.5 200 100 0 1000 5 1.2	30 20 0	17 46 77	161 172 182 240	0 124 124 124	0 16 48 10	80 80 0
//5AM
42 42 42	135 173 197	255 255 255	56 56 58	43 43 45	0 0 0	0 0 0	0 1 0.7 200 100 0 1000 5 1	70 27 10	36 98 166	59 68 77 240	50 124 124 124	50 0 48 20	155 80 0
//6AM
42 42 42	135 173 197	255 255 255	91 88 88	58 59 61	0 0 0	0 0 0	3.4 0.9 0.6 200 100 0 1000 5 0.9	100 34 25	145 182 213	62 72 77 240	25 124 124 124	25 0 48 20	155 80 0
//7AM
55 55 55	135 173 197	255 255 255	63 63 62	63 61 63	0 0 0	0 0 0	2.5 1 0.6 80 80 0 1000 5 0.9	120 40 40	145 182 213	253 248 255 240	20 124 124 124	20 0 48 20	155 80 0
//Midday
69 69 69	186 186 186	255 255 255	53 51 51	39 39 40	0 0 0	0 0 0	1 0.9 0.6 80 50 120 1000 5 0.9	120 100 100	63 89 107	255 255 255 249	70 124 124 124	60 30 38 30	255 80 0
//7PM
55 55 55	135 173 193	255 255 255	63 60 63	41 41 43	0 0 0	0 0 0	3.5 1 0.5 80 50 0 1000 5 0.9	120 40 40	145 182 213	242 234 255 240	50 124 124 124	100 10 46 22	255 80 0
//8PM
42 42 42	167 198 223	255 255 255	60 60 61	62 60 63	0 0 0	0 0 0	2 1 0.7 80 80 0 1000 5 1	120 40 40	36 98 166	237 247 255 240	20 124 124 124	20 0 48 20	155 80 0
//10PM
35 35 35	167 198 223	255 255 255	56 53 54	56 54 55	0 0 0	0 0 0	1 1 1 200 100 0 1000 5 1	70 27 10	49 92 119	161 176 189 240	10 124 124 124	10 0 48 20	155 90 0
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	67 69 82	255 255 255	0 126 255	140 172 255	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	184 204 204 240	42 174 106 60	25 129 110 2	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	75 149 173	208 180 153	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 173 106 70	20 184 172 126	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	227 225 255	255 255 255	11 63 255	113 136 255	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	38 193 255 240	42 255 180 154	25 129 180 154	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	75 149 173	208 180 153	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 173 106 70	20 184 172 126	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	225 236 255	255 255 255	44 109 255	122 155 255	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	184 204 204 240	42 255 193 213	25 129 193 213	0 0 0
//7PM
55 55 55	255 255 255	255 255 255	133 176 192	218 188 143	255 150 13	55 128 0	4.4 1 0.6 100 50 75 1600 40 0.3	0 0 0	0 0 0	176 217 255 240	40 173 106 60	30 129 110 2	0 0 0
//8PM
28 28 28	182 138 109	255 255 255	75 149 173	208 180 153	255 150 13	55 128 0	5.4 1 0.3 100 50 75 1600 40 0.5	0 0 0	0 0 0	145 170 170 240	20 173 106 70	20 184 172 126	0 0 0
//10PM
48 48 48	143 131 123	255 255 255	0 0 0	0 2 6	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1800 40 0.8	0 0 0	0 0 0	145 161 162 240	52 70 70 70	52 0 0 0	0 0 0
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
43 43 43	143 131 123	255 255 255	0 0 0	0 2 5	255 135 6	255 0 0	1 1 0.6 200 100 0 1600 400 1.2	0 0 0	0 0 0	131 136 155 240	127 70 70 70	127 0 0 0	0 0 0
//5AM
68 68 68	90 102 120	255 255 255	130 164 172	184 172 126	0 0 0	0 0 0	2.5 0.8 0.7 200 100 0 1600 400 1.5	0 0 0	0 0 0	238 249 255 240	15 70 70 70	15 0 0 0	0 0 0
//6AM
42 42 42	188 188 188	255 255 255	130 166 172	200 144 85	0 0 0	0 0 0	0 0.7 0.5 200 100 0 1600 400 1.4	0 0 0	0 0 0	237 249 255 255	50 47 58 70	40 0 0 0	0 0 0
//7AM
55 55 55	182 138 109	255 255 255	133 176 192	154 133 101	255 159 74	255 154 94	8.4 1 0.5 100 50 75 1600 400 0.3	0 0 0	0 0 0	180 217 255 255	40 173 106 60	30 128 110 5	0 0 0
//Midday
56 56 56	250 229 255	255 255 255	67 94 104	62 74 88	0 0 0	0 0 0	3.1 1 0.5 100 0 0 1600 40 0.3	0 0 0	0 0 0	184 204 204 240	42 174 106 60	25 129 110 2	0 0 0
//7PM
